@RELATION RUN_EVALUATIONS

@ATTRIBUTE openml_task_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE area_under_roc_curve NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2102,1,2381_weka.NaiveBayes,0.860985,ok
2102,1,2894_weka.FURIA,0.799213,ok
2102,1,6352_weka.BayesNet,0.847968,ok
2102,1,2897_weka.ConjunctiveRule,0.743333,ok
2102,1,2898_weka.SimpleCart,0.865195,ok
2102,1,6355_weka.AdaBoostM1_NaiveBayes,0.751467,ok
2102,1,2900_weka.LADTree,0.876297,ok
2102,1,2903_weka.AdaBoostM1_DecisionStump,0.738983,ok
2102,1,2647_weka.Logistic,0.888218,ok
2102,1,2904_weka.AdaBoostM1_J48,0.869092,ok
2102,1,2906_weka.Bagging_REPTree,0.764181,ok
2102,1,6250_weka.DecisionTable,0.866784,ok
2102,1,6378_weka.LogitBoost_DecisionStump,0.896515,ok
1701,1,8990_weka.MultilayerPerceptron,0.995939,ok
1701,1,8994_weka.MultilayerPerceptron,0.991736,ok
1701,1,8995_weka.MultilayerPerceptron,0.991026,ok
1701,1,2869_weka.SMO_PolyKernel,0.822618,ok
1701,1,2361_weka.OneR,0.656542,ok
1701,1,2362_weka.J48,0.976638,ok
1701,1,2364_weka.IBk,0.911091,ok
1701,1,2367_weka.REPTree,0.97674,ok
1701,1,2368_weka.RandomTree,0.927006,ok
1701,1,2369_weka.RandomForest,0.990013,ok
1701,1,2370_weka.LMT,0.981219,ok
1701,1,2371_weka.HoeffdingTree,0.491503,ok
1701,1,2882_weka.SMO_RBFKernel,0.578524,ok
1701,1,2373_weka.JRip,0.950712,ok
1701,1,2889_weka.IBk,0.96063,ok
1701,1,2891_weka.HyperPipes,0.880865,ok
1701,1,2893_weka.OLM,0.608583,ok
1701,1,2381_weka.NaiveBayes,0.933252,ok
1701,1,2894_weka.FURIA,0.988408,ok
1701,1,6352_weka.BayesNet,0.975781,ok
1701,1,2897_weka.ConjunctiveRule,0.659002,ok
1701,1,2898_weka.SimpleCart,0.960107,ok
1701,1,6355_weka.AdaBoostM1_NaiveBayes,0.937015,ok
1701,1,2900_weka.LADTree,0.978882,ok
1701,1,2903_weka.AdaBoostM1_DecisionStump,0.902539,ok
1701,1,2647_weka.Logistic,0.941941,ok
1701,1,2904_weka.AdaBoostM1_J48,0.982347,ok
1701,1,2906_weka.Bagging_REPTree,0.983375,ok
1701,1,6250_weka.DecisionTable,0.972561,ok
1701,1,6378_weka.LogitBoost_DecisionStump,0.993519,ok
1702,1,8990_weka.MultilayerPerceptron,0.999188,ok
1702,1,8994_weka.MultilayerPerceptron,0.998891,ok
1702,1,8995_weka.MultilayerPerceptron,0.999067,ok
1702,1,2869_weka.SMO_PolyKernel,0.958185,ok
1702,1,2361_weka.OneR,0.665431,ok
1702,1,2362_weka.J48,0.997893,ok
1702,1,2364_weka.IBk,0.989617,ok
1702,1,2367_weka.REPTree,0.998275,ok
1702,1,2368_weka.RandomTree,0.961169,ok
1702,1,2369_weka.RandomForest,0.999282,ok
1702,1,2370_weka.LMT,0.999593,ok
1702,1,2371_weka.HoeffdingTree,0.98076,ok
1702,1,2882_weka.SMO_RBFKernel,0.913416,ok
1702,1,2373_weka.JRip,0.99544,ok
1702,1,2889_weka.IBk,0.991099,ok
1702,1,2891_weka.HyperPipes,0.687727,ok
1702,1,2893_weka.OLM,0.572168,ok
1702,1,2381_weka.NaiveBayes,0.952211,ok
1702,1,2894_weka.FURIA,0.997395,ok
1702,1,6352_weka.BayesNet,0.952288,ok
1702,1,2897_weka.ConjunctiveRule,0.671454,ok
1702,1,2898_weka.SimpleCart,0.997206,ok
1702,1,6355_weka.AdaBoostM1_NaiveBayes,0.98902,ok
1702,1,2900_weka.LADTree,0.9868,ok
1702,1,2903_weka.AdaBoostM1_DecisionStump,0.951443,ok
1702,1,2647_weka.Logistic,0.995046,ok
1702,1,2904_weka.AdaBoostM1_J48,0.997771,ok
1702,1,2906_weka.Bagging_REPTree,0.999104,ok
1702,1,6250_weka.DecisionTable,0.985076,ok
1702,1,6378_weka.LogitBoost_DecisionStump,0.976377,ok
1705,1,8990_weka.MultilayerPerceptron,0.917884,ok
1705,1,8994_weka.MultilayerPerceptron,0.924383,ok
1705,1,8995_weka.MultilayerPerceptron,0.94657,ok
1705,1,2869_weka.SMO_PolyKernel,0.980341,ok
1705,1,2361_weka.OneR,0.568411,ok
1705,1,2362_weka.J48,0.9534,ok
1705,1,2364_weka.IBk,0.982402,ok
1705,1,2367_weka.REPTree,0.967944,ok
1705,1,2368_weka.RandomTree,0.92749,ok
1705,1,2369_weka.RandomForest,0.999474,ok
1705,1,2370_weka.LMT,0.984809,ok
1705,1,2371_weka.HoeffdingTree,0.955256,ok
1705,1,2882_weka.SMO_RBFKernel,0.932118,ok
1705,1,2373_weka.JRip,0.963935,ok
1705,1,2889_weka.IBk,0.998502,ok
1705,1,2891_weka.HyperPipes,0.846274,ok
1705,1,2893_weka.OLM,0.690516,ok
1705,1,2381_weka.NaiveBayes,0.955533,ok
1705,1,2894_weka.FURIA,0.982457,ok
1705,1,6352_weka.BayesNet,0.979237,ok
1705,1,2897_weka.ConjunctiveRule,0.662753,ok
1705,1,2898_weka.SimpleCart,0.954585,ok
1705,1,6355_weka.AdaBoostM1_NaiveBayes,0.846236,ok
1705,1,2900_weka.LADTree,0.920439,ok
1705,1,2903_weka.AdaBoostM1_DecisionStump,0.651844,ok
1705,1,2647_weka.Logistic,0.98057,ok
1705,1,2904_weka.AdaBoostM1_J48,0.997135,ok
1705,1,2906_weka.Bagging_REPTree,0.994654,ok
1705,1,6250_weka.DecisionTable,0.951616,ok
1705,1,6378_weka.LogitBoost_DecisionStump,0.974606,ok
1710,1,8990_weka.MultilayerPerceptron,0.989207,ok
1710,1,8994_weka.MultilayerPerceptron,0.993932,ok
1710,1,8995_weka.MultilayerPerceptron,0.994807,ok
1710,1,2869_weka.SMO_PolyKernel,0.871817,ok
1710,1,2361_weka.OneR,0.614243,ok
1710,1,2362_weka.J48,0.82672,ok
1710,1,2364_weka.IBk,0.926813,ok
1710,1,2367_weka.REPTree,0.863606,ok
1710,1,2368_weka.RandomTree,0.83983,ok
1710,1,2369_weka.RandomForest,0.945083,ok
1710,1,2370_weka.LMT,0.982606,ok
1710,1,2371_weka.HoeffdingTree,0.969917,ok
1710,1,2882_weka.SMO_RBFKernel,0.890208,ok
1710,1,2373_weka.JRip,0.862311,ok
1710,1,2889_weka.IBk,0.979929,ok
1710,1,2891_weka.HyperPipes,0.5,ok
1710,1,2893_weka.OLM,0.550303,ok
1710,1,2381_weka.NaiveBayes,0.969491,ok
1710,1,2894_weka.FURIA,0.899696,ok
1710,1,6352_weka.BayesNet,0.872587,ok
1710,1,2897_weka.ConjunctiveRule,0.706263,ok
1710,1,2898_weka.SimpleCart,0.823669,ok
1710,1,6355_weka.AdaBoostM1_NaiveBayes,0.990538,ok
1710,1,2900_weka.LADTree,0.958706,ok
1710,1,2903_weka.AdaBoostM1_DecisionStump,0.884157,ok
1710,1,2647_weka.Logistic,0.97683,ok
1710,1,2904_weka.AdaBoostM1_J48,0.941708,ok
1710,1,2906_weka.Bagging_REPTree,0.936697,ok
1710,1,6250_weka.DecisionTable,0.841607,ok
1710,1,6378_weka.LogitBoost_DecisionStump,0.961018,ok
1711,1,8990_weka.MultilayerPerceptron,0.997747,ok
1711,1,8994_weka.MultilayerPerceptron,0.995143,ok
1711,1,8995_weka.MultilayerPerceptron,0.997213,ok
1711,1,2869_weka.SMO_PolyKernel,0.993606,ok
1711,1,2361_weka.OneR,0.665556,ok
1711,1,2362_weka.J48,0.947869,ok
1711,1,2364_weka.IBk,0.979497,ok
1711,1,2367_weka.REPTree,0.957135,ok
1711,1,2368_weka.RandomTree,0.916944,ok
1711,1,2369_weka.RandomForest,0.998239,ok
1711,1,2370_weka.LMT,0.997668,ok
1711,1,2371_weka.HoeffdingTree,0.968876,ok
1711,1,2882_weka.SMO_RBFKernel,0.989984,ok
1711,1,2373_weka.JRip,0.960295,ok
1711,1,2889_weka.IBk,0.99567,ok
1711,1,2891_weka.HyperPipes,0.953205,ok
1711,1,2893_weka.OLM,0.503333,ok
1711,1,2381_weka.NaiveBayes,0.96885,ok
1711,1,2894_weka.FURIA,0.982995,ok
1711,1,6352_weka.BayesNet,0.974134,ok
1711,1,2897_weka.ConjunctiveRule,0.716536,ok
1711,1,2898_weka.SimpleCart,0.954396,ok
1711,1,6355_weka.AdaBoostM1_NaiveBayes,0.988516,ok
1711,1,2900_weka.LADTree,0.980102,ok
1711,1,2903_weka.AdaBoostM1_DecisionStump,0.722702,ok
1711,1,2647_weka.Logistic,0.996401,ok
1711,1,2904_weka.AdaBoostM1_J48,0.992153,ok
1711,1,2906_weka.Bagging_REPTree,0.995797,ok
1711,1,6250_weka.DecisionTable,0.936771,ok
1711,1,6378_weka.LogitBoost_DecisionStump,0.996465,ok
1713,1,8990_weka.MultilayerPerceptron,0.957702,ok
1713,1,8994_weka.MultilayerPerceptron,0.950528,ok
1713,1,8995_weka.MultilayerPerceptron,0.970888,ok
1713,1,2869_weka.SMO_PolyKernel,0.970155,ok
1713,1,2361_weka.OneR,0.656667,ok
1713,1,2362_weka.J48,0.887336,ok
1713,1,2364_weka.IBk,0.890599,ok
1713,1,2367_weka.REPTree,0.938538,ok
1713,1,2368_weka.RandomTree,0.805278,ok
1713,1,2369_weka.RandomForest,0.983162,ok
1713,1,2370_weka.LMT,0.979035,ok
1713,1,2371_weka.HoeffdingTree,0.954879,ok
1713,1,2882_weka.SMO_RBFKernel,0.94773,ok
1713,1,2373_weka.JRip,0.929897,ok
1713,1,2889_weka.IBk,0.9738,ok
1713,1,2891_weka.HyperPipes,0.887816,ok
1713,1,2893_weka.OLM,0.503333,ok
1713,1,2381_weka.NaiveBayes,0.954882,ok
1713,1,2894_weka.FURIA,0.930369,ok
1713,1,6352_weka.BayesNet,0.962977,ok
1713,1,2897_weka.ConjunctiveRule,0.727114,ok
1713,1,2898_weka.SimpleCart,0.928087,ok
1713,1,6355_weka.AdaBoostM1_NaiveBayes,0.936436,ok
1713,1,2900_weka.LADTree,0.956716,ok
1713,1,2903_weka.AdaBoostM1_DecisionStump,0.717666,ok
1713,1,2647_weka.Logistic,0.884289,ok
1713,1,2904_weka.AdaBoostM1_J48,0.961585,ok
1713,1,2906_weka.Bagging_REPTree,0.97187,ok
1713,1,6250_weka.DecisionTable,0.929156,ok
1713,1,6378_weka.LogitBoost_DecisionStump,0.970956,ok
1714,1,8990_weka.MultilayerPerceptron,0.98718,ok
1714,1,8994_weka.MultilayerPerceptron,0.982497,ok
1714,1,8995_weka.MultilayerPerceptron,0.98786,ok
1714,1,2869_weka.SMO_PolyKernel,0.961895,ok
1714,1,2361_weka.OneR,0.907953,ok
1714,1,2362_weka.J48,0.950724,ok
1714,1,2364_weka.IBk,0.975009,ok
1714,1,2367_weka.REPTree,0.950955,ok
1714,1,2368_weka.RandomTree,0.926172,ok
1714,1,2369_weka.RandomForest,0.990967,ok
1714,1,2370_weka.LMT,0.99306,ok
1714,1,2371_weka.HoeffdingTree,0.977763,ok
1714,1,2882_weka.SMO_RBFKernel,0.952722,ok
1714,1,2373_weka.JRip,0.956925,ok
1714,1,2889_weka.IBk,0.989436,ok
1714,1,2891_weka.HyperPipes,0.832775,ok
1714,1,2893_weka.OLM,0.808911,ok
1714,1,2381_weka.NaiveBayes,0.979842,ok
1714,1,2894_weka.FURIA,0.968196,ok
1714,1,6352_weka.BayesNet,0.988988,ok
1714,1,2897_weka.ConjunctiveRule,0.916895,ok
1714,1,2898_weka.SimpleCart,0.952105,ok
1714,1,6355_weka.AdaBoostM1_NaiveBayes,0.978841,ok
1714,1,2900_weka.LADTree,0.990478,ok
1714,1,2903_weka.AdaBoostM1_DecisionStump,0.986424,ok
1714,1,2647_weka.Logistic,0.993278,ok
1714,1,2904_weka.AdaBoostM1_J48,0.980816,ok
1714,1,2906_weka.Bagging_REPTree,0.986315,ok
1714,1,6250_weka.DecisionTable,0.987153,ok
1714,1,6378_weka.LogitBoost_DecisionStump,0.991085,ok
1715,1,8990_weka.MultilayerPerceptron,0.99265,ok
1715,1,8994_weka.MultilayerPerceptron,0.99018,ok
1715,1,8995_weka.MultilayerPerceptron,0.993881,ok
1715,1,2869_weka.SMO_PolyKernel,0.989708,ok
1715,1,2361_weka.OneR,0.619167,ok
1715,1,2362_weka.J48,0.909332,ok
1715,1,2364_weka.IBk,0.979512,ok
1715,1,2367_weka.REPTree,0.93191,ok
1715,1,2368_weka.RandomTree,0.832222,ok
1715,1,2369_weka.RandomForest,0.997243,ok
1715,1,2370_weka.LMT,0.995289,ok
1715,1,2371_weka.HoeffdingTree,0.993109,ok
1715,1,2882_weka.SMO_RBFKernel,0.982414,ok
1715,1,2373_weka.JRip,0.93173,ok
1715,1,2889_weka.IBk,0.995931,ok
1715,1,2891_weka.HyperPipes,0.942904,ok
1715,1,2893_weka.OLM,0.503333,ok
1715,1,2381_weka.NaiveBayes,0.993105,ok
1715,1,2894_weka.FURIA,0.966652,ok
1715,1,6352_weka.BayesNet,0.993886,ok
1715,1,2897_weka.ConjunctiveRule,0.709284,ok
1715,1,2898_weka.SimpleCart,0.92499,ok
1715,1,6355_weka.AdaBoostM1_NaiveBayes,0.995533,ok
1715,1,2900_weka.LADTree,0.967378,ok
1715,1,2903_weka.AdaBoostM1_DecisionStump,0.687961,ok
1715,1,2647_weka.Logistic,0.96588,ok
1715,1,2904_weka.AdaBoostM1_J48,0.993416,ok
1715,1,2906_weka.Bagging_REPTree,0.988876,ok
1715,1,6250_weka.DecisionTable,0.91553,ok
1715,1,6378_weka.LogitBoost_DecisionStump,0.992214,ok
1717,1,8990_weka.MultilayerPerceptron,0.957752,ok
1717,1,8994_weka.MultilayerPerceptron,0.955981,ok
1717,1,8995_weka.MultilayerPerceptron,0.96341,ok
1717,1,2869_weka.SMO_PolyKernel,0.941792,ok
1717,1,2361_weka.OneR,0.709444,ok
1717,1,2362_weka.J48,0.923649,ok
1717,1,2364_weka.IBk,0.819757,ok
1717,1,2367_weka.REPTree,0.940564,ok
1717,1,2368_weka.RandomTree,0.808567,ok
1717,1,2369_weka.RandomForest,0.952243,ok
1717,1,2370_weka.LMT,0.965329,ok
1717,1,2371_weka.HoeffdingTree,0.948188,ok
1717,1,2882_weka.SMO_RBFKernel,0.918086,ok
1717,1,2373_weka.JRip,0.94259,ok
1717,1,2889_weka.IBk,0.955164,ok
1717,1,2891_weka.HyperPipes,0.87474,ok
1717,1,2893_weka.OLM,0.61,ok
1717,1,2381_weka.NaiveBayes,0.952126,ok
1717,1,2894_weka.FURIA,0.884464,ok
1717,1,6352_weka.BayesNet,0.951979,ok
1717,1,2897_weka.ConjunctiveRule,0.759874,ok
1717,1,2898_weka.SimpleCart,0.949697,ok
1717,1,6355_weka.AdaBoostM1_NaiveBayes,0.857086,ok
1717,1,2900_weka.LADTree,0.950693,ok
1717,1,2903_weka.AdaBoostM1_DecisionStump,0.758089,ok
1717,1,2647_weka.Logistic,0.962327,ok
1717,1,2904_weka.AdaBoostM1_J48,0.945923,ok
1717,1,2906_weka.Bagging_REPTree,0.95855,ok
1717,1,6250_weka.DecisionTable,0.950994,ok
1717,1,6378_weka.LogitBoost_DecisionStump,0.960524,ok
1719,1,8990_weka.MultilayerPerceptron,0.978272,ok
1719,1,8994_weka.MultilayerPerceptron,0.938376,ok
1719,1,8995_weka.MultilayerPerceptron,0.98395,ok
1719,1,2869_weka.SMO_PolyKernel,0.992385,ok
1719,1,2361_weka.OneR,0.568889,ok
1719,1,2362_weka.J48,0.916068,ok
1719,1,2364_weka.IBk,0.981458,ok
1719,1,2367_weka.REPTree,0.913541,ok
1719,1,2368_weka.RandomTree,0.843513,ok
1719,1,2369_weka.RandomForest,0.996343,ok
1719,1,2370_weka.LMT,0.994748,ok
1719,1,2371_weka.HoeffdingTree,0.979265,ok
1719,1,2882_weka.SMO_RBFKernel,0.993306,ok
1719,1,2373_weka.JRip,0.951042,ok
1719,1,2889_weka.IBk,0.99606,ok
1719,1,2891_weka.HyperPipes,0.896174,ok
1719,1,2893_weka.OLM,0.503889,ok
1719,1,2381_weka.NaiveBayes,0.979265,ok
1719,1,2894_weka.FURIA,0.98157,ok
1719,1,6352_weka.BayesNet,0.978492,ok
1719,1,2897_weka.ConjunctiveRule,0.713063,ok
1719,1,2898_weka.SimpleCart,0.942465,ok
1719,1,6355_weka.AdaBoostM1_NaiveBayes,0.990793,ok
1719,1,2900_weka.LADTree,0.978766,ok
1719,1,2903_weka.AdaBoostM1_DecisionStump,0.712296,ok
1719,1,2647_weka.Logistic,0.992926,ok
1719,1,2904_weka.AdaBoostM1_J48,0.991734,ok
1719,1,2906_weka.Bagging_REPTree,0.975104,ok
1719,1,6250_weka.DecisionTable,0.885429,ok
1719,1,6378_weka.LogitBoost_DecisionStump,0.993841,ok
1720,1,8990_weka.MultilayerPerceptron,0.999444,ok
1720,1,8994_weka.MultilayerPerceptron,0.999976,ok
1720,1,8995_weka.MultilayerPerceptron,0.999959,ok
1720,1,2869_weka.SMO_PolyKernel,0.956662,ok
1720,1,2361_weka.OneR,0.5,ok
1720,1,2362_weka.J48,0.977214,ok
1720,1,2364_weka.IBk,0.996217,ok
1720,1,2367_weka.REPTree,0.976448,ok
1720,1,2368_weka.RandomTree,0.924808,ok
1720,1,2369_weka.RandomForest,0.99405,ok
1720,1,2370_weka.LMT,0.99672,ok
1720,1,2371_weka.HoeffdingTree,0.975819,ok
1720,1,2882_weka.SMO_RBFKernel,0.873957,ok
1720,1,2373_weka.JRip,0.947481,ok
1720,1,2889_weka.IBk,0.996183,ok
1720,1,2891_weka.HyperPipes,0.883535,ok
1720,1,2893_weka.OLM,0.937752,ok
1720,1,2381_weka.NaiveBayes,0.975819,ok
1720,1,2894_weka.FURIA,0.982289,ok
1720,1,6352_weka.BayesNet,0.975644,ok
1720,1,2897_weka.ConjunctiveRule,0.497251,ok
1720,1,2898_weka.SimpleCart,0.989775,ok
1720,1,6355_weka.AdaBoostM1_NaiveBayes,0.979288,ok
1720,1,2900_weka.LADTree,0.980143,ok
1720,1,2903_weka.AdaBoostM1_DecisionStump,0.873102,ok
1720,1,2647_weka.Logistic,0.99015,ok
1720,1,2904_weka.AdaBoostM1_J48,0.991447,ok
1720,1,2906_weka.Bagging_REPTree,0.986859,ok
1720,1,6250_weka.DecisionTable,0.969772,ok
1720,1,6378_weka.LogitBoost_DecisionStump,0.970849,ok
1721,1,8990_weka.MultilayerPerceptron,0.970018,ok
1721,1,8994_weka.MultilayerPerceptron,0.96478,ok
1721,1,8995_weka.MultilayerPerceptron,0.967827,ok
1721,1,2869_weka.SMO_PolyKernel,0.964915,ok
1721,1,2361_weka.OneR,0.590833,ok
1721,1,2362_weka.J48,0.876367,ok
1721,1,2364_weka.IBk,0.882684,ok
1721,1,2367_weka.REPTree,0.915592,ok
1721,1,2368_weka.RandomTree,0.794167,ok
1721,1,2369_weka.RandomForest,0.966983,ok
1721,1,2370_weka.LMT,0.981166,ok
1721,1,2371_weka.HoeffdingTree,0.952133,ok
1721,1,2882_weka.SMO_RBFKernel,0.945015,ok
1721,1,2373_weka.JRip,0.911778,ok
1721,1,2889_weka.IBk,0.975646,ok
1721,1,2891_weka.HyperPipes,0.849766,ok
1721,1,2893_weka.OLM,0.503333,ok
1721,1,2381_weka.NaiveBayes,0.952109,ok
1721,1,2894_weka.FURIA,0.906838,ok
1721,1,6352_weka.BayesNet,0.951316,ok
1721,1,2897_weka.ConjunctiveRule,0.693705,ok
1721,1,2898_weka.SimpleCart,0.906179,ok
1721,1,6355_weka.AdaBoostM1_NaiveBayes,0.906254,ok
1721,1,2900_weka.LADTree,0.932538,ok
1721,1,2903_weka.AdaBoostM1_DecisionStump,0.664466,ok
1721,1,2647_weka.Logistic,0.940594,ok
1721,1,2904_weka.AdaBoostM1_J48,0.934837,ok
1721,1,2906_weka.Bagging_REPTree,0.964546,ok
1721,1,6250_weka.DecisionTable,0.884391,ok
1721,1,6378_weka.LogitBoost_DecisionStump,0.967725,ok
1722,1,8990_weka.MultilayerPerceptron,0.668818,ok
1722,1,8994_weka.MultilayerPerceptron,0.641325,ok
1722,1,8995_weka.MultilayerPerceptron,0.664209,ok
1722,1,2869_weka.SMO_PolyKernel,0.636748,ok
1722,1,2361_weka.OneR,0.568258,ok
1722,1,2362_weka.J48,0.647934,ok
1722,1,2364_weka.IBk,0.575957,ok
1722,1,2367_weka.REPTree,0.678416,ok
1722,1,2368_weka.RandomTree,0.605839,ok
1722,1,2369_weka.RandomForest,0.686167,ok
1722,1,2370_weka.LMT,0.72866,ok
1722,1,2371_weka.HoeffdingTree,0.680867,ok
1722,1,2882_weka.SMO_RBFKernel,0.527156,ok
1722,1,2373_weka.JRip,0.627507,ok
1722,1,2889_weka.IBk,0.637132,ok
1722,1,2891_weka.HyperPipes,0.523192,ok
1722,1,2893_weka.OLM,0.5194,ok
1722,1,2381_weka.NaiveBayes,0.686403,ok
1722,1,2894_weka.FURIA,0.675685,ok
1722,1,6352_weka.BayesNet,0.69719,ok
1722,1,2897_weka.ConjunctiveRule,0.499013,ok
1722,1,2898_weka.SimpleCart,0.700037,ok
1722,1,6355_weka.AdaBoostM1_NaiveBayes,0.630831,ok
1722,1,2900_weka.LADTree,0.725677,ok
1722,1,2903_weka.AdaBoostM1_DecisionStump,0.545764,ok
1722,1,2647_weka.Logistic,0.696261,ok
1722,1,2904_weka.AdaBoostM1_J48,0.680254,ok
1722,1,2906_weka.Bagging_REPTree,0.712402,ok
1722,1,6250_weka.DecisionTable,0.705104,ok
1722,1,6378_weka.LogitBoost_DecisionStump,0.733891,ok
1723,1,8990_weka.MultilayerPerceptron,1.0,ok
1723,1,8994_weka.MultilayerPerceptron,1.0,ok
1723,1,8995_weka.MultilayerPerceptron,1.0,ok
1723,1,2869_weka.SMO_PolyKernel,1.0,ok
1723,1,2361_weka.OneR,0.984678,ok
1723,1,2362_weka.J48,1.0,ok
1723,1,2364_weka.IBk,1.0,ok
1723,1,2367_weka.REPTree,0.999999,ok
1723,1,2368_weka.RandomTree,0.999525,ok
1723,1,2369_weka.RandomForest,1.0,ok
1723,1,2370_weka.LMT,1.0,ok
1723,1,2371_weka.HoeffdingTree,0.997688,ok
1723,1,2882_weka.SMO_RBFKernel,0.99834,ok
1723,1,2373_weka.JRip,1.0,ok
1723,1,2889_weka.IBk,1.0,ok
1723,1,2891_weka.HyperPipes,0.999161,ok
1723,1,2893_weka.OLM,0.866743,ok
1723,1,2381_weka.NaiveBayes,0.998058,ok
1723,1,2894_weka.FURIA,1.0,ok
1723,1,6352_weka.BayesNet,0.998426,ok
1723,1,2897_weka.ConjunctiveRule,0.883617,ok
1723,1,2898_weka.SimpleCart,0.999095,ok
1723,1,6355_weka.AdaBoostM1_NaiveBayes,1.0,ok
1723,1,2900_weka.LADTree,0.999932,ok
1723,1,2903_weka.AdaBoostM1_DecisionStump,0.995348,ok
1723,1,2647_weka.Logistic,1.0,ok
1723,1,2904_weka.AdaBoostM1_J48,1.0,ok
1723,1,2906_weka.Bagging_REPTree,1.0,ok
1723,1,6250_weka.DecisionTable,1.0,ok
1723,1,6378_weka.LogitBoost_DecisionStump,0.997832,ok
